APPL_ID,DC_ID,CREATOR_ID,CREATED_DATE,LAST_UPD_ID,LAST_UPD_DATE,ALLOCATED_AMT,FUNDING_PHS_ORG_CODE,CAN
6969147,1,IMPACII8,2007-07-27 19:41:48.0,,,,,
6898119,1,IMPACII8,2007-07-27 19:41:48.0,,,,,
6877954,1,IMPACII8,2007-07-27 19:41:48.0,,,,,
6912555,1,IMPACII8,2007-07-27 19:41:48.0,,,,,
7123758,1,IMPACII8,2007-07-27 19:41:48.0,,,,,
6858504,1,IMPACII8,2007-07-27 19:41:48.0,,,,,
6952858,1,IMPACII8,2007-07-27 19:41:48.0,,,,,
6850136,1,IMPACII8,2007-07-27 19:41:48.0,,,,,
6895858,1,IMPACII8,2007-07-27 19:41:48.0,,,,,
6858742,1,IMPACII8,2007-07-27 19:41:48.0,,,,,
6933482,1,IMPACII8,2007-07-27 19:41:48.0,,,,,
6878643,1,IMPACII8,2007-07-27 19:41:48.0,,,,,
6919242,1,IMPACII8,2007-07-27 19:41:48.0,,,,,
6905946,1,IMPACII8,2007-07-27 19:41:48.0,,,,,
6927184,1,IMPACII8,2007-07-27 19:41:48.0,,,,,
6878983,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6909957,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6848048,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6937353,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6935864,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6889550,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6895068,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6890342,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6994902,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6901965,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6893979,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6947217,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6954400,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6927875,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
7080288,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6945844,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6919876,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6910626,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6855081,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6903385,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6881315,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
7116129,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6891278,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
7034221,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6945385,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6994585,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6829151,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6929088,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6938543,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6897834,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6916241,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6896565,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6898226,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6850826,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6916250,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6875742,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6881490,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
7073068,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6823203,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6941609,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
7006471,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6824880,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6926211,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
7046475,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6918625,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6897253,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6881238,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6870279,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6931868,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6941328,1,IMPACII8,2007-07-27 19:42:41.0,,,,,
6953607,1,IMPACII8,2007-07-27 19:42:42.0,,,,,
6955540,1,IMPACII8,2007-07-27 19:42:42.0,,,,,
6876624,1,IMPACII8,2007-07-27 19:42:42.0,,,,,
6882091,1,IMPACII8,2007-07-27 19:42:42.0,,,,,
6933207,1,IMPACII8,2007-07-27 19:42:42.0,,,,,
6868977,1,IMPACII8,2007-07-27 19:42:42.0,,,,,
6892117,1,IMPACII8,2007-07-27 19:42:42.0,,,,,
6984398,1,IMPACII8,2007-07-27 19:42:42.0,,,,,
6895887,1,IMPACII8,2007-07-27 19:42:42.0,,,,,
